Track,Artist,Album Name,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,Explicit Track,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
As It Was,Harry Styles,As It Was,3/31/2022,USSM12200612,20,292.0,3301814535.0,87.0,800899315.0,15405881843.0,0,4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,As It Was,95,167303,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,pop
As It Was,Harry Styles,As It Was,3/31/2022,USSM12200612,20,292.0,3301814535.0,87.0,800899315.0,15405881843.0,0,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,Harry's House,As It Was,92,167303,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,pop
Baby Shark,Pinkfong,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,12/1/2015,KRE671700001,28,265.7,720822868.0,71.0,16322756555.0,6577639193.0,0,5ygDXis42ncn6kYG14lEVG,Pinkfong,Pinkfong Animal Songs,Baby Shark,77,80927,False,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,4,children
Baby Shark,Pinkfong,ýýýýýýýýý ýýýýýý ýýýýýýýýýýýý,12/1/2015,KRE671700001,28,265.7,720822868.0,71.0,16322756555.0,6577639193.0,0,2XWEKRbJ8lSvmDI3qfIsXc,Pinkfong,Baby Shark Special,Baby Shark,63,96329,False,0.821,0.865,2,-3.563,1,0.192,0.31,0.0,0.344,0.524,115.055,4,children
Shape of You,Ed Sheeran,Shape of You,1/6/2017,GBAHS1600463,54,195.1,3909458734.0,80.0,8013997219.0,2320856331.0,0,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,÷ (Deluxe),Shape of You,86,233712,False,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,pop
Blinding Lights,The Weeknd,Blinding Lights,11/29/2019,USUG11904206,56,194.0,4281468720.0,83.0,833807130.0,3501177394.0,0,0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,After Hours,Blinding Lights,91,200040,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,pop
Blinding Lights,The Weeknd,Blinding Lights,11/29/2019,USUG11904206,56,194.0,4281468720.0,83.0,833807130.0,3501177394.0,0,7LltNXuqCBGOAp1iwmAmB3,The Weeknd,Halloween 2022,Blinding Lights,0,201573,False,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4,pop
Blinding Lights,The Weeknd,Blinding Lights,11/29/2019,USUG11904206,56,194.0,4281468720.0,83.0,833807130.0,3501177394.0,0,5Dt9HFzeBVmFtrk3BTiDEn,The Weeknd,Best R&B Tunes,Blinding Lights,3,201573,False,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4,pop
Blinding Lights,The Weeknd,Blinding Lights,11/29/2019,USUG11904206,56,194.0,4281468720.0,83.0,833807130.0,3501177394.0,0,4O0ymDK32zylHELT506JPI,The Weeknd,Halloween Party 2022,Blinding Lights,0,201573,False,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4,pop
Blinding Lights,The Weeknd,Blinding Lights,11/29/2019,USUG11904206,56,194.0,4281468720.0,83.0,833807130.0,3501177394.0,0,6h49LElLEJLbKfR6zdcFtf,The Weeknd,Autopilot,Blinding Lights,3,201573,False,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4,pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,6CDzDgIUqeDY5g8ujExx2f,Glass Animals,Heat Waves,Heat Waves,85,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Dreamland,Heat Waves,83,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,02MWAaffLxlfxAUY7c5dvx,Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,88,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,4mUiW3rsg9kicTIYwjwSsG,Glass Animals,Viral Şarkılar,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,4khsgdHnKFtl2t34g0ckDS,Glass Animals,Coffee Break,Heat Waves,1,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,2KSKJUXSyidfa5iBxrYbvq,Glass Animals,Отново на училище,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,3prMqfGezqX8EFeReMPUIb,Glass Animals,Frühstücksmusik Herbst/Winter 2022/2023,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,5JFNmodMEPCT0k1KhmQ7lq,Glass Animals,Sweater Weather,Heat Waves,2,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,3CJZhC38mzhcJKli018fil,Glass Animals,Arbeitsmusik Herbst/Winter 2022/2023,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,07QeznlGauyNSmomgZxb49,Glass Animals,Best Viral Tunes,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,0fzGG9Lwf12cA81Rmqlmvd,Glass Animals,Top Trending Romania - Vara 2022,Heat Waves,1,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,3aHgHY9x68XJ7PWdVgsrS0,Glass Animals,pov: it's 2020,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,5jvwBfP3afteHaLNrPrUCN,Glass Animals,Herbststimmung,Heat Waves,1,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,6mnuDGSAq3FYQrn8KxNPsn,Glass Animals,Mega Hits Autumn/Fall 2022,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,6pWGHtczyTWCbbSp1lba5D,Glass Animals,Обратно в клас - pop,Heat Waves,0,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
Heat Waves,Glass Animals,Heat Waves,6/29/2020,GBUM72000433,71,175.0,2996181078.0,82.0,1272898075.0,5518429969.0,0,1h2AvjqgWC6hakpbGJUb7Z,Glass Animals,Heat Waves (Expansion Pack),Heat Waves,47,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
In the End,Linkin Park,Papercuts,4/12/2024,USWB11201322,72,174.8,2045512421.0,,,,0,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,Hybrid Theory (Bonus Edition),In the End,85,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,alternative
In the End,Linkin Park,Papercuts,4/12/2024,USWB11201322,72,174.8,2045512421.0,,,,0,6zyrb7dW1IR4Hrc8nXJsln,Linkin Park,Hybrid Theory (20th Anniversary Edition),In the End,54,216800,False,0.555,0.844,3,-6.567,0,0.0553,0.00818,0.0,0.0895,0.464,105.193,4,grunge
In the End,Linkin Park,Papercuts,4/12/2024,USWB11201322,72,174.8,2045512421.0,,,,0,7q115ia4fQn9zonjpexWsY,Linkin Park,Hybrid Theory,In the End,48,216880,False,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,grunge
Old Town Road,Lil Nas X,Old Town Road,3/14/2019,USSM11901941,75,170.3,1010494713.0,67.0,3203314695.0,1981431049.0,0,0F7FA14euOIX8KcbEturGH,Lil Nas X,7 EP,Old Town Road,77,113000,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,hip-hop
Perfect,Ed Sheeran,ýý (Deluxe),3/3/2017,GBAHS1700024,81,167.5,2969999682.0,81.0,6473698897.0,7647479866.0,0,0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,÷ (Deluxe),Perfect,87,263400,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,pop
Perfect,Ed Sheeran,ýý (Deluxe),3/3/2017,GBAHS1700024,81,167.5,2969999682.0,81.0,6473698897.0,7647479866.0,0,7zhGGe03gWqlrZgE2n8qEf,Ed Sheeran,La Fine dell'Estate,Perfect,5,263400,False,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,pop
Perfect,Ed Sheeran,ýý (Deluxe),3/3/2017,GBAHS1700024,81,167.5,2969999682.0,81.0,6473698897.0,7647479866.0,0,6tpun5UnFgWHm1zUBF9KOA,Ed Sheeran,Give You Love - Cozy Hits,Perfect,3,263400,False,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,3,pop
Pepas,Farruko,Pepas,6/24/2021,USSD12100307,82,167.3,1500499584.0,74.0,1431591689.0,4067248819.0,1,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Pepas,86,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,latin
Pepas,Farruko,Pepas,6/24/2021,USSD12100307,82,167.3,1500499584.0,74.0,1431591689.0,4067248819.0,1,2B4GHvToeLTOBB4QLzW3Ni,Farruko,La 167,Pepas,74,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,latin
Easy On Me,Adele,Easy On Me,10/14/2021,USSM12105970,88,163.2,1720918065.0,73.0,1194846205.0,7860224413.0,0,0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,Easy On Me,85,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british
Easy On Me,Adele,Easy On Me,10/14/2021,USSM12105970,88,163.2,1720918065.0,73.0,1194846205.0,7860224413.0,0,46IZ0fSY2mpAiktS3KOqds,Adele,30,Easy On Me,82,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british
Believer,Imagine Dragons,Believer,1/31/2017,USUM71700626,119,142.2,3006226762.0,81.0,4495059988.0,5876458723.0,0,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Evolve,Believer,88,204346,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,rock
Believer,Imagine Dragons,Believer,1/31/2017,USUM71700626,119,142.2,3006226762.0,81.0,4495059988.0,5876458723.0,0,0JsoJERs3b1uSP13eegLPP,Imagine Dragons,Обратно в клас - rock,Believer,4,204346,False,0.766,0.775,10,-4.267,0,0.141,0.0504,0.0,0.128,0.695,124.751,4,rock
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,5pZEThCuY84PiajfmeOJ3i,Jack Harlow,Back to School!,First Class,1,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,6q4IEBv1tWq3MHIBnCYYSS,Jack Harlow,Hits Hits Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,1KfwlyvJQD1TA70RyC0Byd,Jack Harlow,Hit After Hit,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,2GfARslWOjzRUtqCemkJmF,Jack Harlow,Upbeat 20's,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,6oBPzKy4CmsnROO8vH8MjA,Jack Harlow,It's You - Fresh Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,331CFIHeefOVTC4F8cmYTL,Jack Harlow,Beautiful Trending Hits 2022,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,1nYAl9wYboVclul2fkCiyr,Jack Harlow,Pop Brandneu,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,1afMigcYdKpRwDf8IyXnln,Jack Harlow,I'm Blue - Hits of 2022,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,6HIkxxaASDhaXdcMa2PFRB,Jack Harlow,Am I Ready - Pop Night Out,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,7fduswfw6pp8e1U4k5aF0R,Jack Harlow,2Step - Pop R'n'B,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,1jBIlZyCUOylXmEuLNvGCQ,Jack Harlow,Totally Rap,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,2gLUbowsRFFwhmlAS3hZ5i,Jack Harlow,New Rap 20s,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,6r8DKNt9BlrOICBpqUVlsP,Jack Harlow,Gaming Songs 2022: Hard Mode,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,0rAuw3mWHHQZm5iczkEJHU,Jack Harlow,On Chill - Rap & RnB,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,2eib87FpOijGfDL2jqPlo6,Jack Harlow,Hip Hop & R'n'B,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,4ZrtOchitJWVfyyHJd4tX5,Jack Harlow,Daily Pop Mix,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,445XlOVyjyGvdrQfkQA1lg,Jack Harlow,All That Really Matters - Just Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,3kwHHD0mE5Tv4RTMZwi3kK,Jack Harlow,For the Girls: Summer Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,17TjJhR1wrGFW58aJnHpNC,Jack Harlow,Your Perfect Soundtrack,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,15kWrrwlkBNJnTYDvyYfBS,Jack Harlow,Summer Music Festival Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,50a2d6g5kpr3wt98Jw2Tns,Jack Harlow,Trending Pop,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,1rDQ4oMwGJI7B4tovsBOxc,Jack Harlow,First Class,First Class,86,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
First Class,Jack Harlow,First Class,4/8/2022,USAT22203024,123,138.6,818858244.0,71.0,231229581.0,6890780336.0,1,0wHFktze2PHC5jDt3B17DC,Jack Harlow,Come Home The Kids Miss You,First Class,79,173947,True,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4,k-pop
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,96,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,3ro6Oub0I05PiAxcZFKaTY,OneRepublic,Arbeitsmusik Herbst/Winter 2022/2023,I Ain't Worried,0,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,1iSyH8ek7Eqc8UWOReZaqg,OneRepublic,TickTok Back To School 2022,I Ain't Worried,1,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,6v2ngdpwmKNqoojSbkmYQ6,OneRepublic,Frühstücksmusik Herbst/Winter 2022/2023,I Ain't Worried,0,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,4LUwZxtF980YhwrvxtTeZ7,OneRepublic,HOT PARTY BACK TO SCHOOL 2022,I Ain't Worried,1,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,7EKylE34yNJV97yIYgwwTl,OneRepublic,TickTok Back To School 2022,I Ain't Worried,2,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
I Ain't Worried,OneRepublic,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",5/13/2022,USUM72206227,127,136.2,1607421145.0,83.0,409785349.0,1825552705.0,0,73PAbYaVbnFG0tQ4aBfxeN,OneRepublic,Top Gun: Maverick (Music From The Motion Picture),I Ain't Worried,73,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
Dynamite,BTS,Dynamite,8/21/2020,QM7282022872,131,132.3,1872577908.0,74.0,2638957320.0,5063720138.0,0,5QDLhrAOJJdNAmCTJ8xMyW,BTS,BE,Dynamite,85,199053,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop
Dynamite,BTS,Dynamite,8/21/2020,QM7282022872,131,132.3,1872577908.0,74.0,2638957320.0,5063720138.0,0,72wqLtMtkrB0qUw6jSqM0Z,BTS,Dynamite (NightTime Version),Dynamite,69,199053,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop
Dynamite,BTS,Dynamite,8/21/2020,QM7282022872,131,132.3,1872577908.0,74.0,2638957320.0,5063720138.0,0,1hIuSG6xV4RDgD8bDVKP7N,BTS,Proof,Dynamite,66,199293,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0933,0.737,114.044,4,k-pop
Someone You Loved,Lewis Capaldi,Breach,11/8/2018,DEUM71807062,133,129.7,3427498835.0,82.0,2153701892.0,2161032034.0,0,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Someone You Loved,87,182160,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop
La Bachata,Manuel Turizo,La Bachata,5/26/2022,QZDYA1800087,146,126.2,1721045197.0,81.0,798827877.0,2596777974.0,0,5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La Bachata,98,162637,False,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,latin
Don't Start Now,Dua Lipa,Don't Start Now,10/31/2019,GBAHT1901121,149,124.6,2607121959.0,78.0,1201600884.0,3535661993.0,0,3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Future Nostalgia,Don't Start Now,81,183290,False,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4,dance
Don't Start Now,Dua Lipa,Don't Start Now,10/31/2019,GBAHT1901121,149,124.6,2607121959.0,78.0,1201600884.0,3535661993.0,0,6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Don't Start Now,80,183290,False,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,4,dance
PROVENZA,KAROL G,PROVENZA,4/22/2022,USUM72205906,151,123.8,1185929926.0,76.0,1229843060.0,2829294043.0,0,51R9caoQ0l5bZ1ahBeqJq9,KAROL G,Verano en Junio,PROVENZA,0,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggae
PROVENZA,KAROL G,PROVENZA,4/22/2022,USUM72205906,151,123.8,1185929926.0,76.0,1229843060.0,2829294043.0,0,1C46x15N2mSd1R42po84IT,KAROL G,Fiesta portatil,PROVENZA,3,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggae
PROVENZA,KAROL G,PROVENZA,4/22/2022,USUM72205906,151,123.8,1185929926.0,76.0,1229843060.0,2829294043.0,0,4Tb9ngzRDyuTbojDzEnNk2,KAROL G,Halloween 2022 Perreo Vol. 3,PROVENZA,2,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggae
